sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages,ADD_INFO:autoUpdatingInfo
TY8500 | M80006,FOREARM NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226150,Metastasis to forearm,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404762,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4311897 to 35226150 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to forearm to Metastasis to forearm"
T11340 | M80006,ILIUM | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226175,Metastasis to ilium,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404763,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312019 to 35226175 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to ilium to Metastasis to ilium"
T08280 | M80006,SUBCLAVICULAR LYMPH NODE | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,36768587,Spread to lymph node,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404764,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312020 to 36768587 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to infraclavicular lymph nodes to Spread to lymph node"
T24100 | M80006,LARYNX | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225621,Metastasis to larynx,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404765,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312026 to 35225621 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to larynx to Metastasis to larynx"
T82100 | M80006,CORPUS UTERI | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226072,Metastasis to body of uterus,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404766,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312277 to 35226072 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to body of uterus to Metastasis to body of uterus"
TX2050 | M80006,BRAIN STEM | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225551,Metastasis to brain stem,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404767,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312280 to 35225551 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to brain stem to Metastasis to brain stem"
T67100 | M80006,CECUM | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225776,Metastasis to cecum,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404768,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312286 to 35225776 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to cecum to Metastasis to cecum"
TX6000 | M80006,CEREBELLUM / CEREBELLUM NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226098,Metastasis to cerebellum,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404769,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312289 to 35226098 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to cerebellum to Metastasis to cerebellum"
TX1600 | M80006,CEREBRAL VENTRICLE | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226100,Metastasis to cerebral ventricle,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404770,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312291 to 35226100 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to cerebral ventricle to Metastasis to cerebral ventricle"
T58000 | M80006,EXTRAHEPATIC BILE DUCT / EXTRAHEPATIC BILE DUCT NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226139,Metastasis to extrahepatic bile ducts,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404771,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312301 to 35226139 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to extrahepatic bile ducts to Metastasis to extrahepatic bile ducts"
TY9000 | M80006,LOWER EXTREMITY | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225643,Metastasis to lower limb,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404772,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312545 to 35225643 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to lower limb to Metastasis to lower limb"
TXY300 | M80006,MIDDLE EAR | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226184,Metastasis to middle ear,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404773,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312549 to 35226184 based on relationship :Maps to, does not need reviewing | conceptId changed from 44504831 to 35226184 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to middle ear to Metastasis to middle ear"
T96000 | M80006,THYROID GLAND | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225767,Metastasis to thyroid gland,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404775,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4315809 to 35225767 based on relationship :Maps to, does not need reviewing | conceptId changed from 36717298 to 133424 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement |  | conceptName changed from Metastatic malignant neoplasm to thyroid gland to Metastasis to thyroid gland | conceptName changed from Metastatic malignant neoplasm to thyroid gland to Primary malignant neoplasm of thyroid gland"
T10800 | M80003,SACRUM | MALIGNANT NEOPLASM / MALIGNI SOLULÖYDÖS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,4312676,Primary malignant neoplasm of sacrum,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404776,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY0620 | M80003,"SUPRACLAVICULAR REGION OF NECK | NEOPLASM, MALIGNANT",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,4312692,Primary malignant neoplasm of supraclavicular region,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404777,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY9100 | M80003,THIGH | MALIGNANT NEOPLASM,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,4312694,Primary malignant neoplasm of thigh,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404778,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T11730 | M80003,"TIBIA / TIBIA NOS | MALIGNANT NEOPLASM / TUMOR, MALIGNANT",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,4312695,Primary malignant neoplasm of tibia,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404779,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY1000 | M80003,TRUNK | MALIGNI SOLULÖYDÖS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,4312698,Primary malignant neoplasm of trunk,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404780,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T69010 | M80006,ANAL CANAL | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225469,Metastasis to anal canal,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404781,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312700 to 35225469 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to anal canal to Metastasis to anal canal"
T69000 | M80006,ANUS / ANUS NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226026,Metastasis to anus,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404782,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312703 to 35226026 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to anus to Metastasis to anus"
TY0600 | M30400,NECK | FOREIGN BODY,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,4312766,Foreign body of neck,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404783,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY0600 | M30400,NECK | FOREIGN BODY,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,36716586,Laceration of neck with foreign body,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404783,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY0600 | M30400,NECK | FOREIGN BODY,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,36716588,Puncture wound with foreign body of neck,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404783,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T74000 | M80006,URINARY BLADDER / URINARY BLADDER NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226041,Metastasis to bladder,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404784,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312802 to 35226041 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to urinary bladder to Metastasis to bladder"
T10101 | M80006,SKULL NOS / SKULL | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226077,Metastasis to bone of skull,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404785,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312823 to 35226077 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to bone of skull to Metastasis to bone of skull"
T63300 | M80006,GASTRIC CARDIA | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226091,Metastasis to cardia of stomach,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404786,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312934 to 35226091 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to cardia of stomach to Metastasis to cardia of stomach"
T11310 | M80006,CLAVICLE / CLAVICLE NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226109,Metastasis to clavicle,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404787,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312941 to 35226109 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to clavicle to Metastasis to clavicle"
TY0200 | M80006,FACE / FACE NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226141,Metastasis to face,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404790,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4312955 to 35226141 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to face to Metastasis to face"
T11710 | M80006,FEMUR / FEMUR NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226144,Metastasis to femur,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404792,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313077 to 35226144 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to femur to Metastasis to femur"
T57000 | M80006,GALLBLADDER / GALLBLADDER NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225777,Metastasis to gallbladder,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404793,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313079 to 35225777 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to gallbladder to Metastasis to gallbladder"
TY0100 | M80006,HEAD / HEAD NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226165,Metastasis to head,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404794,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313083 to 35226165 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to head to Metastasis to head"
T08610 | M80006,ILIAC LYMPH NODE | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,36768607,Iliac Lymph Nodes,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404795,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313088 to 36768607 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to iliac lymph nodes to Iliac Lymph Nodes"
TY7000 | M80006,INGUINAL REGION | METASTASIS / METASTATIC NEOPLASM,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225550,Metastasis to inguinal region,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404796,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313089 to 35225550 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to inguinal region to Metastasis to inguinal region"
TY0213 | M80006,JAW | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225604,Metastasis to jaw,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404797,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313091 to 35225604 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to jaw to Metastasis to jaw"
T65100 | M80006,JEJUNUM | METASTASIS / METASTATIC NEOPLASM,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225605,Metastasis to jejunum,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404798,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313092 to 35225605 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to jejunum to Metastasis to jejunum"
T81000 | M80006,VAGINA / VAGINA NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225586,Metastasis to vagina,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404800,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313225 to 35225586 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to vagina to Metastasis to vagina"
T80100 | M80006,VULVA / VULVA NOS | METASTASIS / METASTATIC NEOPLASM,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226318,Metastasis to vulva,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404801,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313226 to 35226318 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to vulva to Metastasis to vulva"
T52000 | M80006,LIP | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225636,Metastasis to lip,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404802,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313789 to 35225636 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to lip to Metastasis to lip"
T85000 | M80006,MYOMETRIUM / MYOMETRIUM NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226204,Metastasis to myometrium,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404803,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313798 to 35226204 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to myometrium to Metastasis to myometrium"
T60200 | M80006,OROPHARYNX | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226221,Metastasis to oropharynx,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404804,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313802 to 35226221 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to oropharynx to Metastasis to oropharynx"
T86400 | M80006,PARAMETRIUM | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226235,Metastasis to parametrium,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404805,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313803 to 35226235 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to parametrium to Metastasis to parametrium"
TY4440 | M80006,PELVIC PERITONEUM | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226245,Metastasis to pelvic peritoneum,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404806,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313915 to 35226245 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to pelvic peritoneum to Metastasis to pelvic peritoneum"
TY6000 | M80006,PELVIS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226246,Metastasis to pelvis,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404807,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313916 to 35226246 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to pelvis to Metastasis to pelvis"
T76000 | M80006,PENIS / PENIS NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35226247,Metastasis to penis,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404808,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313917 to 35226247 based on relationship :Maps to, does not need reviewing | conceptId changed from 36684951 to 36769180 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to penis to Metastasis to penis | conceptName changed from Metastatic penile cancer to Metastasis"
T76000 | M80006,PENIS / PENIS NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,36769180,Metastasis,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404808,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313917 to 35226247 based on relationship :Maps to, does not need reviewing | conceptId changed from 36684951 to 36769180 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to penis to Metastasis to penis | conceptName changed from Metastatic penile cancer to Metastasis"
T02430 | M80006,SKIN OF BREAST NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225679,Metastasis to skin of breast,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404809,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313931 to 35225679 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to skin of breast to Metastasis to skin of breast"
T02400 | M80006,SKIN OF TRUNK NOS | METASTASIS,-1,,0,APPROVED,UNREVIEWED,Automatic update,1743070662000,35225714,Metastasis to skin of trunk,Measurement,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1638921600000,,2001404810,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,"2025-03-27 | conceptId changed from 4313937 to 35225714 based on relationship :Maps to, does not need reviewing | domainId updated from Condition to Measurement | conceptName changed from Metastatic malignant neoplasm to skin of trunk to Metastasis to skin of trunk"
