sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages,ADD_INFO:autoUpdatingInfo
T13000 | M56000,SKELETAL MUSCLE NOS | DYSTROPHY NOS,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4247802,Muscular dystrophy,Condition,MAPS_TO,,TYKS,1638835200000,,2001400101,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T12000 | M40900,"JOINT / JOINT NOS | ARTHROSIS DEFORMANS / RHEUMATIC ARTHRITIS / ARTHRITIS, RHEUMATIC NOS",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,80809,Rheumatoid arthritis,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400102,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY9700 | M31700,FOOT | DEFORMITY,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4047269,Deformity of foot,Condition,MAPS_TO,,TYKS,1638835200000,,2001400103,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T28000 | M49000,LUNG / LUNG NOS | FIBROSIS / POSTINFLAMMATORY STATE / FIBROSIS NOS,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4197819,Fibrosis of lung,Condition,MAPS_TO,,TYKS,1638835200000,,2001400104,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T88200 | M14430,FETAL MEMBRANES | RUPTURE,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4015143,Spontaneous rupture of fetal membranes,Condition,MAPS_TO,,TYKS,1638835200000,,2001400105,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T28000 | M32800,LUNG / LUNG NOS | EMPHYSEMA / EMPHYSEMA NOS,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,261325,Pulmonary emphysema,Condition,MAPS_TO,,TYKS,1638835200000,,2001400106,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T88300 | M14430,AMNION | RUPTURE,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4015143,Spontaneous rupture of fetal membranes,Condition,MAPS_TO,,TYKS,1638835200000,,2001400107,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T56000 | M49000,LIVER / Maksa / LIVER NOS | FIBROSIS / POSTINFLAMMATORY STATE / Fibrosis / FIBROSIS NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4267417,Hepatic fibrosis,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400108,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T68000 | M31050,RECTUM / RECTUM NOS | PROLAPSE / PROLAPSE NOS,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,81336,Rectal prolapse,Condition,MAPS_TO,,TYKS,1638835200000,,2001400109,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T10350 | M31700,RIB | DEFORMITY,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4185508,Deformity of rib,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400110,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T1X200 | M49000,CONNECTIVE TISSUE | FIBROSIS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,3189318,Fibrosis,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400111,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T28000 | M36500,LUNG / LUNG NOS | EDEMA / EDEMA NOS / SARCOIDOSIS NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4078925,Pulmonary edema,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400112,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63000 | M38004,"STOMACH / STOMACH NOS | PERFORATING ULCER / ULCER, PERFORATING / ULCERATION, PERFORATING",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4321586,Gastric ulcer with perforation,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400113,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T64300 | M38004,"DUODENUM / DUODENUM NOS | PERFORATING ULCER / ULCER, PERFORATING",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4229614,Duodenal ulcer with perforation,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400114,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T01000 | M49000,Iho | Fibrosis,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4253054,Fibrosis of the skin,Condition,MAPS_TO,,TYKS,1638835200000,,2001400115,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T75000 | M34160,URETHERA / URETHRA / URETHRA NOS | STRICTURE / STRICTURE NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,195590,Urethral stricture,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400116,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T71000 | M33800,KIDNEY | POLYCYSTIC CHANGE,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4113451,Multiple renal cysts,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400117,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TX6000 | M14200,CEREBELLUM | CONTUSION,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4133020,Cerebellar contusion,Condition,MAPS_TO,,TYKS,1638835200000,,2001400118,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXX200 | M56000,CORNEA | DYSTROPHY,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,380401,Corneal dystrophy,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400119,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T10510 | M12000,VERTEBRA / VERTEBRA NOS | FRACTURE / FRACTURE NOS,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4174520,Fracture of vertebral column,Condition,MAPS_TO,,TYKS,1638835200000,,2001400120,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T32410 | M01120,INTERVENTRICULAR SEPTUM NOS | DEFECT NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,434462,Ventricular septal defect,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400121,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63000 | M38010,"STOMACH / STOMACH NOS | ACUTE ULCER / ULCER, ACUTE NOS",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4319441,Acute gastric ulcer,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400122,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T64300 | M38010,"DUODENUM NOS | ULCER, ACUTE NOS",-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4057053,Acute duodenal ulcer,Condition,MAPS_TO,,TYKS,1638835200000,,2001400123,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T71200 | M53300,GLOMERULUS / GLOMERULUS NOS | GLOMERULOSCLEROSIS / GLOMERULOSCLEROSIS NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,261071,Glomerulosclerosis,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400124,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T82000 | M31050,UTERUS / UTERUS NOS | PROLAPSE / PROLAPSE NOS,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4092565,Uterine prolapse,Condition,MAPS_TO,,TYKS,1638835200000,,2001400125,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T01000 | M72850,Iho | Keratosis actinica,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,138825,Actinic keratosis,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400126,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T02120 | M57210,SKIN OF FACE NOS | MELANOSIS NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4264234,Chloasma,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400127,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY9000 | M31700,LOWER EXTREMITY | DEFORMITY,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,42709843,Deformity of lower limb,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400128,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T01000 | M80812,Iho | Morbus Bowen,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4224505,Bowen's disease,Observation,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400129,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T28000 | M44210,LUNG / LUNG NOS | SARCOID GRANULOMA / SARCOID GRANULOMA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4086243,Pulmonary sarcoidosis,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400130,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63000 | M38020,"STOMACH / STOMACH NOS | CHRONIC ULCER / ULCER, CHRONIC NOS",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4318534,Chronic gastric ulcer,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400131,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXX200 | M36500,CORNEA | EDEMA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,380102,Corneal edema,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400132,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T64300 | M38020,"DUODENUM NOS | ULCER, CHRONIC NOS",-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4028242,Chronic duodenal ulcer,Condition,MAPS_TO,,TYKS,1638835200000,,2001400133,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T82000 | M39800,UTERUS / UTERUS NOS | PERFORATION / PERFORATION NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4252406,Perforation of uterus,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400134,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TX7410 | M01460,SPINAL CORD | COMPRESSION,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4322945,Spinal cord compression,Condition,MAPS_TO,,TYKS,1638835200000,,2001400135,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T11440 | M12000,BONE OF WRIST NOS | FRACTURE NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4015350,Fracture at wrist and/or hand level,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400136,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T12103 | M31050,INTERVERTEBRAL DISC NOS / INTERVERTEBRAL DISC | PROLAPSE NOS / PROLAPSE,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4251304,Intervertebral disc prolapse,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400137,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T73000 | M34160,URETER / URETER NOS | STRICTURE / STRICTURE NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,199065,Stricture of ureter,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400138,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T07000 | M14430,SPLEEN / SPLEEN NOS | RUPTURE / RUPTURE NOS,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4120624,Rupture of spleen,Condition,MAPS_TO,,TYKS,1638835200000,,2001400139,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T10350 | M12000,RIB / RIB NOS | FRACTURE / FRACTURE NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4142905,Fracture of rib,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400140,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T10600 | M12000,THORACIC VERTEBRA NOS | FRACTURE NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4053828,Fracture of thoracic spine,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400141,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T10740 | M12000,LUMBAR VERTEBRA NOS | FRACTURE NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4129394,Fracture of lumbar spine,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400142,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T66000 | M14430,APPENDIX | RUPTURE,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4166224,Rupture of appendix,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400143,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T71000 | M49000,KIDNEY / KIDNEY NOS | FIBROSIS / FIBROSIS NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4058978,Renal fibrosis,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400144,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T74000 | M39800,URINARY BLADDER | PERFORATION,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4134928,Perforation of urinary bladder,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400145,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXX000 | M14430,EYE | RUPTURE NOS,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4334721,Rupture of globe,Condition,MAPS_TO,,TYKS,1638835200000,,2001400146,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXY300 | M72900,MIDDLE EAR | CHOLESTEATOMA / CHOLESTEATOMA NOS,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,381585,Cholesteatoma of middle ear,Condition,MAPS_TO,,TYKS,1638835200000,,2001400147,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T10310 | M12000,STERNUM | FRACTURE,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4302740,Fracture of sternum,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400148,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T11420 | M12000,RADIUS | FRACTURE,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4131595,Fracture of radius,Condition,MAPS_TO,,TYKS,1638835200000,,2001400149,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T17010 | M14430,TENDON / TENDON NOS | RUPTURE / RUPTURE NOS,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,4212711,Rupture of tendon,Condition,MAPS_TO,,TYKS,1638835200000,,2001400150,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T17860 | M14430,ACHILLES TENDON | RUPTURE NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4323887,Rupture of Achilles tendon,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400151,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T24400 | M03010,VOCAL CORD NOS | NODULE NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4034633,Singers' nodes,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400152,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T28000 | M75500,LUNG / LUNG NOS | HAMARTOMA / HAMARTOMA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4111916,Hamartoma of lung,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400153,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T38000 | M31050,MITRAL VALVE / MITRAL VALVE NOS | PROLAPSE / PROLAPSE NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4252872,Mitral valve prolapse,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400154,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T56000 | M14400,LIVER NOS | LACERATION NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,195392,Laceration of liver,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400155,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63000 | M39800,STOMACH / STOMACH NOS | PERFORATION / PERFORATION NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4340781,Perforation of stomach,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400156,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T65900 | M09300,ILEUM AND COLON | DIAGNOSIS DEFERRED / PRELIMINARY REPORT,-1,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4038678,Finding of large intestine,Condition,MAPS_TO,,TYKS,1631750400000,,2001400157,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T69000 | M46360,ANUS / ANUS NOS | FISSURE / FISSURE NOS / FISSURE-IN-ANO NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,76725,Anal fissure,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400158,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T78000 | M90613,TESTIS / TESTIS NOS | SEMINOMA / SEMINOMA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4114339,Seminoma of testis,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400159,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TX8040 | M01460,OPTIC NERVE | COMPRESSION,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4249573,Compression of optic nerve,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400160,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY4400 | M49400,PERITONEUM / PERITONEUM NOS | ADHESION / ADHESION NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,195581,Peritoneal adhesion,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400161,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY4440 | M49000,PELVIC PERITONEUM | FIBROSIS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4316358,Peritoneal fibrosis,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400162,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T04000 | M80103,BREAST / BREAST NOS | CARCINOMA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,4116071,Carcinoma of breast,Condition,MAPS_TO,,TYKS - based on T-Snomed (Finding Site attribute) and M-Snomed (Associated Morphology attribute) by Paula Kujala,1631664000000,,2001400163,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
