source_vocabulary_id,source_code,n_events,n_persons
ATC,M01AE01,3266536,414189
ATC,N02BE01,3182333,397852
ATC,J01CA04,1373806,368193
ATC,J01DB01,1297606,367798
ATC,J01AA02,1123087,322668
ATC,J01CE02,676378,290238
ATC,A02BC02,2392326,269586
ATC,M01AB05,1010649,265229
ATC,J01DA01,531712,249782
ATC,M03BX02,997484,247451
ATC,M01AH05,1060557,241515
ATC,J01FA10,630327,235093
ATC,M01AE02,789525,227053
ATC,R03AC02,1768941,217906
ATC,J01CR02,468227,208437
ATC,H02AB06,963240,176787
ATC,R01AD09,780381,173425
ATC,R06AE07,1031052,168507
ATC,C07AB07,4482485,165379
ATC,N02AA59,603868,164186
ATC,E0000UV,1141467,156729
ATC,N02AJ06,675352,155131
ATC,N02AX02,820108,154417
ATC,S01XA20,1073025,145384
ATC,A02BC05,1307730,144240
ATC,P01AB01,266707,144090
ATC,J01CA08,496052,143085
ATC,J01FA06,245400,141551
ATC,J02AC01,538830,141348
ATC,R05FA02,250488,140944
ATC,G03CA03,2815905,138233
ATC,J01MA02,293493,136639
ATC,C10AA05,2544862,132774
ATC,C10AA01,3199825,130775
ATC,D07AC01,411693,126988
ATC,M01AE03,365248,126624
ATC,R05FB02,213064,124908
ATC,M01AC06,333703,120992
ATC,C08CA01,2414007,120771
ATC,N06AX11,1145296,119884
ATC,M02AA07,285009,118966
ATC,R01AD12,460709,114234
ATC,S01CA01,207729,109838
ATC,J01FA09,180821,108935
ATC,N05CF01,1528347,107969
ATC,A12AX,1749971,104736
ATC,R06AX27,558104,102554
ATC,B01AB05,293997,102226
ATC,D07AB02,243466,101356
ATC,R01AD08,533657,99218
ATC,C10AA07,1376476,98035
ATC,D07AC13,274657,97931
ATC,R01BA52,263346,97824
ATC,J01EE02,184549,97135
ATC,A02BC03,679274,92816
ATC,J01FF01,178342,91292
ATC,J01DA09,131305,91189
ATC,A02BC01,576994,90857
ATC,M03BC51,194795,90778
ATC,C03CA01,1548124,90284
ATC,N05BA04,1044816,87583
ATC,A10BA02,2658764,87430
ATC,J01EA01,273538,85797
ATC,R05DA20,125254,85711
ATC,R01AD58,325852,85216
ATC,A06AC01,419303,82079
ATC,D01BA02,207934,81469
ATC,C09CA01,1555315,76089
ATC,C09CA06,1392361,74698
ATC,M03BC01,155472,74459
ATC,D01AC20,149134,74279
ATC,H03AA01,3466055,72931
ATC,N03AX16,769373,72895
ATC,C09AA05,1576296,72435
ATC,M01AX17,127217,71113
ATC,N06AB10,802938,70719
ATC,J05AB01,272148,69656
ATC,A03FA01,158682,69070
ATC,C01DA08,525022,68707
ATC,R03AK07,767983,67663
ATC,G04CA02,890645,66888
ATC,C07AA05,531749,66860
ATC,N06AB04,907699,66679
ATC,E000001,293346,66142
ATC,S01GX01,262702,65877
ATC,R03BA05,651633,59350
ATC,N05AH04,1022237,58078
ATC,C07AB02,1616286,58046
ATC,R03BA02,564693,56751
ATC,A02BA02,234869,56156
ATC,J01MA12,95976,54954
ATC,C09AA02,1177477,54925
ATC,R06AX22,310630,53614
ATC,N05CF02,617811,53552
ATC,J02AC02,112907,52871
ATC,B01AA03,1106632,52838
ATC,M01AH01,152733,52149
ATC,R03DC03,536496,51623
ATC,C01DA02,369313,51597
ATC,M01AX05,190306,51206
ATC,D07AD01,181768,49226
ATC,N02AA05,382789,48280
ATC,N03AX12,400910,47896
ATC,R06AX13,209866,47129
ATC,J01AA07,122188,46441
ATC,M02AA10,88252,45976
ATC,R01AD01,202486,45482
ATC,D07AA02,99395,44822
ATC,R06AE09,264621,44745
ATC,N06AX16,702989,44187
ATC,J01FA01,64907,44054
ATC,M01AG02,131308,43850
ATC,B02AA02,106274,43263
ATC,J01DA06,59427,42951
ATC,B01AC04,486104,42450
ATC,N02CC01,497333,42407
ATC,H02AB04,183806,42182
ATC,J05AB11,174092,41849
ATC,R03AC03,281782,41716
ATC,J01AA04,89387,41344
ATC,R03AK06,789534,41186
ATC,C10AX09,509075,41169
ATC,R03BA01,411938,41147
ATC,A06AD11,230935,40942
ATC,C03EA01,634250,40335
ATC,C01DA14,865757,40187
ATC,G01AA10,60209,39952
ATC,D07BB04,75423,39593
ATC,H02AB07,154119,39485
ATC,C05AA08,84350,38902
ATC,D07CA01,51265,38036
ATC,R01BA51,64019,37710
ATC,C08CA13,727271,37672
ATC,N05BA01,446157,37388
ATC,J01DA08,58177,36625
ATC,J01MA06,65323,36271
ATC,D07CC01,57725,36117
ATC,N02AE01,361773,35946
ATC,N06AB03,379932,35749
ATC,M01AC01,64963,35383
ATC,G03DB01,104595,34627
ATC,N06AB06,376798,34298
ATC,D07BC01,63240,33981
ATC,D07XC01,146916,33707
ATC,M04AA01,556591,33704
ATC,N06AX21,411933,33701
ATC,M01AH02,66372,33540
ATC,E000002,132169,33255
ATC,B01AF01,393568,31671
ATC,C03DA01,455732,31558
ATC,D07AB08,80873,31545
ATC,G03FA01,439333,31393
ATC,G04CA01,332398,31364
ATC,N05CD07,330207,31299
ATC,G02BA03,40626,31282
ATC,D01AE16,57724,31200
ATC,B01AF02,642306,30943
ATC,D07BA04,61494,30469
ATC,G04BD12,290076,29262
ATC,H02AB02,73476,29211
ATC,D06BX01,74247,29131
ATC,D06AX01,33035,27352
ATC,C09DA01,689672,27013
ATC,N05BA12,443759,26871
ATC,G03AC03,34272,26758
ATC,G04CB01,476890,26654
ATC,J01FA15,35380,26629
ATC,N06CA01,254157,26537
ATC,L04AX03,632555,26358
ATC,G03HB01,319641,26324
ATC,B01AB10,80208,26287
ATC,R03BB04,478133,25683
ATC,A10AE04,621811,25422
ATC,G03DC02,74128,25099
ATC,N06AA09,171589,24208
ATC,G03FB05,281382,23829
ATC,R03BA08,228198,23390
ATC,A10BK03,324719,23386
ATC,R01AD11,92473,23329
ATC,J01MA14,33823,23233
ATC,A02BC04,127679,23191
ATC,A10BH01,463584,23050
ATC,C08CA02,536039,22921
ATC,C09CA03,480497,22878
ATC,A01AB09,44168,22866
ATC,G04CA52,322237,22442
ATC,G01AF01,29115,22275
ATC,N05AX08,367981,22262
ATC,C03AA03,186884,21839
ATC,A07EC01,452103,21250
ATC,P01BA02,328670,21057
ATC,N06AX26,197738,20881
ATC,N02BF01,106908,20730
ATC,J01MA01,35430,20726
ATC,D10AX03,55682,20687
ATC,N06AX12,197096,20583
ATC,A04AA01,56355,20327
ATC,A10AB05,450127,20103
ATC,R05DA01,28014,19979
ATC,R01AD05,95116,19853
ATC,A10AC01,398938,19702
ATC,G03DA02,83662,19664
ATC,C10AA04,253654,19628
ATC,D01AC02,26388,19390
ATC,M05BA04,255566,19323
ATC,C09BA02,534783,18870
ATC,A03FA02,54624,18802
ATC,D10BA01,88208,18691
ATC,C01AA05,342391,18660
ATC,G01AF05,27455,18315
ATC,N04BC05,288929,18276
ATC,A02BA04,47075,18270
ATC,C09DA06,467145,18119
ATC,R06AX26,98886,17989
ATC,M02AA15,26915,17787
ATC,C09CA07,353020,17691
ATC,R03CC02,29853,17611
ATC,D01AE15,23958,17582
ATC,M01AB08,36511,17518
ATC,M01AB01,62250,17515
ATC,S01ED51,419410,17452
ATC,G03FB06,204253,17446
ATC,N07CA01,166256,17436
ATC,E000006,44741,17406
ATC,L02BG04,151019,16930
ATC,R03BC03,46784,16808
ATC,C01CA24,63393,16785
ATC,N05AH03,442016,16701
ATC,A10BK01,190818,16573
ATC,D02AE01,51223,16464
ATC,G04CB02,182532,16322
ATC,N05BB01,28945,16174
ATC,C10AA03,199356,15997
ATC,A02BD03,16497,15749
ATC,J01CF05,23834,15617
ATC,N03AG01,412881,15548
ATC,S01GX02,29752,15394
ATC,M01AB55,45352,15388
ATC,N06AB05,192463,15177
ATC,A10BB12,301051,15068
ATC,N06DX01,382381,14967
ATC,G04BD08,122553,14960
ATC,C08CA05,206120,14843
ATC,M01AH03,21861,14581
ATC,A04AA02,36884,14380
ATC,N02CC04,110821,14352
ATC,N02BF02,103525,14317
ATC,E000007,51247,13960
ATC,J01DC02,19620,13947
ATC,D01AC03,21009,13947
ATC,A07EC02,542665,13882
ATC,J01EE01,35214,13819
ATC,R05DB20,15814,13812
ATC,A07AA02,27424,13721
ATC,N03AE01,242370,13596
ATC,S01EE01,247605,13490
ATC,G03CA04,43902,13352
ATC,G03BA03,226978,13332
ATC,G03FA14,161549,13290
ATC,D06BB04,25022,13260
ATC,D05AX52,80903,13255
ATC,N02CC03,157303,13231
ATC,A10AE05,295236,13070
ATC,G03FB08,122477,12994
ATC,B01AC30,291857,12940
ATC,A03CA02,39695,12929
ATC,S02CA02,15765,12860
ATC,C07AG02,317655,12820
ATC,B03BA03,139556,12765
ATC,D06BB10,20675,12740
ATC,S01AA01,18342,12621
ATC,C07AB03,304076,12595
ATC,N03AX09,300822,12568
ATC,B01AB04,37924,12418
ATC,R01BA01,18848,12348
ATC,M05BX04,103247,12285
ATC,R03DA04,145536,11956
ATC,N07BA03,27043,11910
ATC,N05BA06,237486,11888
ATC,G04BD04,64708,11877
ATC,D10AF01,23754,11744
ATC,N06DA02,225203,11715
ATC,R03AC13,129297,11548
ATC,N03AF01,216720,11521
ATC,R03AK03,85693,11512
ATC,C05AA01,21812,11503
ATC,N06AA12,104073,11501
ATC,A06AC51,38807,11255
ATC,R03AK10,120855,11167
ATC,C09AA04,227491,11156
ATC,C08DB01,234932,11033
ATC,H02BX01,19954,11014
ATC,D06BB03,25267,10961
ATC,A10BJ06,179265,10931
ATC,N06AX03,82032,10814
ATC,D07AC14,22341,10805
ATC,S01GX08,26692,10765
ATC,R06AX12,25214,10742
ATC,G03FA12,175570,10740
ATC,A02BD07,11006,10695
ATC,A10BH05,211231,10663
ATC,E000003,33701,10571
ATC,L04AX01,220081,10493
ATC,L02AE02,90847,10405
ATC,N05AX12,194270,10346
ATC,N07BB01,41882,10329
ATC,G04BD07,64379,10324
ATC,G01AF04,13752,10239
ATC,R03AC12,151983,10169
ATC,C09DA03,289324,10153
ATC,R03AK08,132410,10140
ATC,J01DB05,13037,10136
ATC,M01AC02,15481,10097
ATC,A01AB04,16016,10042
ATC,R01AD59,15486,9953
ATC,S02AA30,11091,9945
ATC,M09AX01,19240,9890
ATC,N06AG02,80247,9661
ATC,N02CC07,85782,9625
ATC,C02AC05,154927,9613
ATC,C09AA03,217637,9509
ATC,N02CC05,79451,9337
ATC,H03BB01,55975,9324
ATC,L03AA13,42744,9154
ATC,N02AB03,84584,9118
ATC,N05AA02,146958,9102
ATC,M01AX01,20213,9068
ATC,C08DA01,116928,8984
ATC,A10BD07,204974,8960
ATC,R01AC01,21741,8922
ATC,B01AC07,134931,8884
ATC,A07EA06,53263,8819
ATC,A12BA01,80793,8768
ATC,C09DA07,229841,8763
ATC,A02BX02,20707,8422
ATC,N02CC06,108304,8375
ATC,C02EA02,38481,8364
ATC,N06BA04,144251,8348
ATC,D05AX02,42338,8291
ATC,L02BA01,94051,8284
ATC,L01BA01,123649,8219
ATC,M01AE11,17777,8195
ATC,C03EB01,97403,8103
ATC,A10AB01,132377,8084
ATC,N06DA03,130735,8007
ATC,R03BB01,54856,7956
ATC,L01BC06,39223,7938
ATC,G03GA01,20728,7915
ATC,A02BA03,26913,7878
ATC,S01AD03,14861,7855
ATC,A10BB01,152374,7847
ATC,A10AE06,85710,7777
ATC,C07BB07,202108,7741
ATC,C10AA02,129423,7646
ATC,N05AB03,152238,7641
ATC,S01BA01,21705,7535
ATC,B01AE07,141803,7527
ATC,S01BC05,13794,7524
ATC,R05DB05,9041,7509
ATC,G03DC05,63100,7506
ATC,D01AC07,11999,7488
ATC,S01EC04,115936,7483
ATC,C07AA07,111682,7420
ATC,N02AC04,22066,7410
ATC,N03AF02,154192,7386
ATC,B01AC24,45179,7354
ATC,D02AX,23875,7354
ATC,A04AA55,24130,7344
ATC,S01ED01,106508,7335
ATC,G03DB02,26643,7284
ATC,A10AA02,66118,7247
ATC,J01CA02,8177,7244
ATC,S01AX11,8970,7238
ATC,N04BA02,199333,7172
ATC,A10BX01,41181,7148
ATC,M03BA52,36342,7137
ATC,A07DA03,18554,7132
ATC,A10AB04,254203,7113
ATC,C01BC04,173638,6968
ATC,A02BDXX,7131,6924
ATC,G01AF02,8694,6857
ATC,D07AB01,12794,6815
ATC,S01EE05,82972,6750
ATC,A01AB10,9260,6737
ATC,C09DB01,132548,6729
ATC,R06AX11,13974,6728
ATC,N05AD01,62653,6659
ATC,G03DA04,27538,6637
ATC,S01AA13,7048,6559
ATC,M01AE52,9444,6529
ATC,M01AB16,11725,6423
ATC,N05BE01,53110,6334
ATC,R03AL01,32830,6258
ATC,R01AC02,11538,6160
ATC,H05BA01,36066,6091
ATC,N03AX14,116901,6066
ATC,C07AB12,80970,6050
ATC,M09AA72,23700,6025
ATC,S03CA04,7529,6019
ATC,S01GX09,17297,6017
ATC,B01AC06,35333,5972
ATC,G03GA05,23482,5965
ATC,J02AB02,9289,5924
ATC,G04AC01,13729,5831
ATC,L03AA02,28366,5780
ATC,A10BJ02,78744,5765
ATC,C10AC01,29769,5693
ATC,M05BA07,73043,5647
ATC,R03CC03,10027,5588
ATC,N05AF03,95723,5562
ATC,A10AA01,53188,5556
ATC,R06AX18,18284,5514
ATC,R03AL09,49241,5502
ATC,G04BD11,43651,5447
ATC,C01BD01,65960,5440
ATC,N03AX11,87504,5419
ATC,H04AA01,21652,5390
ATC,N06AX05,40654,5387
ATC,N06AB08,40540,5376
ATC,C03BA11,77075,5356
ATC,D07XB05,8714,5340
ATC,M01AG01,16168,5327
ATC,G03CC04,11587,5316
ATC,N06AX22,37364,5227
ATC,N05AN01,132054,5209
ATC,P01AB02,6556,5192
ATC,H01CA02,14098,5117
ATC,L04AA13,63457,5055
ATC,H02AB09,70360,5050
ATC,R03AK11,67192,5050
ATC,C07FB02,149420,5017
ATC,G03GA02,15770,4826
ATC,L04AB04,97316,4786
ATC,H01CC01,12794,4760
ATC,C07AB08,108152,4713
ATC,N06AA06,36591,4713
ATC,G03CX01,69252,4694
ATC,C07AB05,121882,4683
ATC,G04AB05,7362,4658
ATC,A11CC03,68041,4645
ATC,L02BB03,51382,4585
ATC,S01EA05,46177,4584
ATC,A07EA02,20827,4576
ATC,S01BC03,9824,4570
ATC,S03CA01,5920,4544
ATC,A10BG03,71021,4542
ATC,E0001A1,9596,4532
ATC,N02AJ13,17690,4528
ATC,G04BD09,32618,4520
ATC,N05BA02,38857,4490
ATC,G03DC03,21767,4464
ATC,D05BB02,32917,4459
ATC,J01CF02,7297,4451
ATC,C02DE04,12662,4450
ATC,M01AB51,10978,4385
ATC,S01EC01,27520,4335
ATC,N05CD08,23901,4309
ATC,N05AB04,9888,4281
ATC,D01AA02,5355,4226
ATC,R05CB03,5482,4213
ATC,A09AA02,68331,4191
ATC,G03CB01,9091,4187
ATC,R05CA10,5416,4184
ATC,G03GA06,18374,4165
ATC,H01BA02,44096,4151
ATC,N06AA10,23984,4151
ATC,S01BA04,10818,4143
ATC,D10AD01,7196,4141
ATC,R02AD02,4502,4109
ATC,E000004,10585,4097
ATC,R01AX03,9014,4088
ATC,N02BA71,8849,4059
ATC,A02BD02,4326,4036
ATC,C09BA03,111736,4036
ATC,G03GB02,7299,4035
ATC,S01EE03,61631,3979
ATC,D07CB01,5435,3929
ATC,N06DA04,80166,3897
ATC,A04AD12,12152,3893
ATC,L04AA06,92671,3845
ATC,N05AH02,646656,3821
ATC,G03FA17,46480,3820
ATC,M05BB03,42152,3792
ATC,B01AX06,4781,3791
ATC,D09AB01,8103,3785
ATC,N05CB02,10932,3769
ATC,B01AF03,60059,3753
ATC,C09DX01,66083,3740
ATC,B03XA02,46549,3732
ATC,N05AC02,53879,3731
ATC,L04AD01,117412,3690
ATC,N04AA02,69237,3686
ATC,N02CX04,15401,3665
ATC,G03FB09,28008,3639
ATC,M03BB52,5458,3621
ATC,A10AD01,56775,3599
ATC,A10BJ05,38248,3586
ATC,M03BX01,51493,3526
ATC,S01EE04,51742,3501
ATC,N02CC02,38304,3486
ATC,S01EX03,35074,3481
ATC,A03DA02,4849,3446
ATC,J01XX01,4818,3395
ATC,C08CA10,67334,3390
ATC,A10BH02,65890,3371
ATC,C09BA05,59215,3367
ATC,J01XE01,7802,3351
ATC,A05AA02,86372,3345
ATC,L03AA14,14924,3314
ATC,C10AB05,40939,3274
ATC,G01AF08,3872,3213
ATC,G02CB01,14264,3203
ATC,S01GX04,6134,3195
ATC,R03AL06,34260,3186
ATC,L04AB01,63501,3158
ATC,N06AA04,38926,3138
ATC,R03BC01,17811,3083
ATC,M05BA06,31635,3044
ATC,B04AB02,17303,3024
ATC,R03AL08,30189,3023
ATC,S01BA07,9215,3019
ATC,C03EA02,48442,3019
ATC,C09BA04,64501,3014
ATC,C09CA08,68189,3012
ATC,A10AD05,45032,2993
ATC,D07AC03,6715,2988
ATC,C09AA01,57598,2979
ATC,G04BE01,25255,2979
ATC,S01KA02,5278,2965
ATC,N05CD02,22904,2914
ATC,A01AC01,4068,2890
ATC,L02BG06,20024,2876
ATC,A12AA04,47611,2864
ATC,M01AE51,9161,2819
ATC,V03AA01,5228,2818
ATC,R03DC01,22099,2810
ATC,N02AA01,10470,2786
ATC,R05DA09,3540,2756
ATC,L02BG03,30283,2752
ATC,N04BB01,10199,2739
ATC,N05AF01,21775,2704
ATC,C09BB04,46461,2693
ATC,R05CB02,4129,2612
ATC,N02CA52,21763,2610
ATC,R05CB01,5084,2592
ATC,C07AB04,60194,2586
ATC,N05AL01,25723,2578
ATC,M03AX01,16816,2578
ATC,G03FB01,15983,2570
ATC,L04AA01,61548,2565
ATC,C10BA06,14797,2545
ATC,C02CA01,27931,2525
ATC,J01DC04,3155,2492
ATC,A07AA09,5746,2484
ATC,D01AC08,3008,2449
ATC,C02DE02,6421,2421
ATC,D07XB02,3821,2401
ATC,J01XC01,3548,2393
ATC,N04BD01,37124,2380
ATC,S01GX05,6676,2376
ATC,S01EC03,27764,2364
ATC,G04BE03,26999,2356
ATC,A02BX,2421,2348
ATC,M01CB01,49189,2339
ATC,L01BB02,20291,2319
ATC,D05AX03,7617,2314
ATC,A10BD03,24675,2311
ATC,A06AH03,8572,2311
ATC,N05AA01,26087,2306
ATC,N05AD03,14118,2263
ATC,C07AA03,40347,2255
ATC,L02AE03,23280,2251
ATC,A10BD20,31196,2235
ATC,A02BX05,2390,2229
ATC,V03AE01,15059,2188
ATC,S01GX06,3911,2177
ATC,S01EC54,18031,2149
ATC,J04AB02,4168,2143
ATC,A10BG02,17364,2142
ATC,N05CD05,10373,2136
ATC,J01MA04,2641,2081
ATC,A10BB07,36411,2059
ATC,S01CA02,5462,2023
ATC,A10BX07,14307,2020
ATC,L02AE01,4616,2012
ATC,N05AB01,8995,2011
ATC,R03AL03,19375,1988
ATC,C02EA03,8856,1982
ATC,L01XX05,42554,1936
ATC,A10BX02,24524,1934
ATC,C07BB02,52258,1927
ATC,N06BA12,26234,1917
ATC,M03BB53,3788,1913
ATC,C10AB02,18907,1912
ATC,C02LM02,8468,1905
ATC,L04AD02,72585,1899
ATC,N06AX18,12611,1897
ATC,D06BX02,2243,1896
ATC,C08CA03,41532,1888
ATC,N06AX17,14441,1875
ATC,A03CA05,6094,1860
ATC,N02BE51,3007,1855
ATC,D11AH01,13390,1855
ATC,S01FA04,2883,1841
ATC,C09CA02,33634,1834
ATC,J01CE08,39889,1820
ATC,G04BX04,7517,1814
ATC,C10BA02,10773,1813
ATC,S01CA03,2035,1811
ATC,R01AD,2119,1802
ATC,C08CA07,24317,1800
ATC,C07AG01,9290,1793
ATC,N03AB02,22704,1774
ATC,N04BC04,45435,1772
ATC,C02EA01,9586,1763
ATC,A10AB06,26922,1723
ATC,R03DA54,3217,1714
ATC,G03AA10,3935,1714
ATC,N05AF05,43918,1690
ATC,B04AB01,5696,1688
ATC,L02BX02,20114,1679
ATC,C02DE10,4452,1652
ATC,R03AL02,11883,1638
ATC,S01EA03,3360,1626
ATC,N02CD03,15863,1609
ATC,A10BJ01,24113,1608
ATC,L02AE04,8838,1593
ATC,A10AA03,10195,1576
ATC,A10BX04,15512,1571
ATC,L04AB06,44560,1565
ATC,R06AE08,2200,1527
ATC,N02CD01,21503,1527
ATC,N01BB02,1928,1525
ATC,S01ED02,28814,1514
ATC,C09DX04,29502,1498
ATC,N04BA03,44910,1490
ATC,G01AG02,1887,1487
ATC,S02AA03,1600,1480
ATC,V03AX01,3264,1464
ATC,R03BA07,10733,1457
ATC,N01BB20,1912,1424
ATC,S01FA02,2227,1420
ATC,S02CA06,1656,1401
ATC,A08AA02,3160,1400
ATC,S01AA30,1520,1393
ATC,N03AX18,32574,1388
ATC,V01AA05,9276,1368
ATC,A10BX09,7383,1357
ATC,L02BB04,22607,1353
ATC,J01XX05,6482,1351
ATC,N05BA05,8731,1349
ATC,C02DE01,3501,1343
ATC,G03AA09,3125,1336
ATC,H02AA02,17051,1334
ATC,R01AB01,1531,1328
ATC,R03AK04,12586,1328
ATC,B03XA01,16410,1325
ATC,A10BD15,17950,1316
ATC,R03BB07,11748,1310
ATC,G04AA01,6173,1305
ATC,L01CA04,8054,1305
ATC,A03BA03,3681,1287
ATC,G01AX03,1392,1271
ATC,R06AE53,4286,1262
ATC,A02BD01,1256,1229
ATC,G04BD01,3828,1220
ATC,A10BD08,31678,1216
ATC,N02BA11,2078,1211
ATC,B01AX05,3379,1209
ATC,C10AB04,14223,1190
ATC,R05DA05,1429,1183
ATC,C05AA05,1585,1180
ATC,N05AE04,15433,1177
ATC,M01CB03,10690,1159
ATC,S01XA18,8752,1156
ATC,R01AD04,2761,1154
ATC,L01AX03,11590,1149
ATC,G03HA01,5971,1130
ATC,B05DA,48769,1127
ATC,G03GA04,2744,1126
ATC,J05AH02,1143,1121
ATC,C01CA01,6073,1115
ATC,N04BD02,22730,1103
ATC,N05BA09,21200,1102
ATC,G04BE04,3234,1091
ATC,D07XB01,2357,1087
ATC,A08AB01,6354,1085
ATC,C09AA06,19252,1069
ATC,R03DA05,6260,1058
ATC,S01EB01,10754,1056
ATC,R03AC18,11284,1049
ATC,D01AC01,1146,1045
ATC,B05DB,57390,1035
ATC,D07BB01,1286,1032
ATC,V03AB30,2509,1020
ATC,J01CF01,1550,1004
ATC,S01AA02,1225,1001
ATC,L02BX03,9747,982
ATC,J01XX08,2286,974
ATC,S01AA03,1050,970
ATC,L03AB07,26084,964
ATC,G04BD10,6333,957
ATC,G04BX05,4397,952
ATC,C09DA02,24287,945
ATC,H05BX01,17190,943
ATC,N06AA22,3970,940
ATC,D05AA,2448,940
ATC,N05AX13,18133,940
ATC,R03AL11,4386,932
ATC,G03BB01,3116,932
ATC,R03BB02,7626,925
ATC,L04AK01,1927,923
ATC,C09BX01,11620,913
ATC,B03XA03,15551,913
ATC,J01X,926,898
ATC,N04BC06,6305,895
ATC,C09BB02,13863,891
ATC,D07AB09,1243,891
ATC,A04AD01,1087,890
ATC,R03AK,1331,880
ATC,C01BD07,13324,878
ATC,C01BA01,11509,877
ATC,C01BA03,11179,875
ATC,J04BA02,5823,875
ATC,C09DA08,19966,874
ATC,L04AC05,13628,867
ATC,J05AB09,2903,863
ATC,A07EA01,3166,862
ATC,V03AE02,8231,860
ATC,C04AE01,7746,858
ATC,L02BA03,9219,857
ATC,D11AX14,4481,853
ATC,L02AB02,2812,850
ATC,A02BB01,2853,846
ATC,L04AB05,12632,837
ATC,N05AB02,6733,832
ATC,S01CB01,1091,829
ATC,G04BX08,1513,825
ATC,A08AA62,2771,824
ATC,D03BA52,1117,816
ATC,L04AB02,6985,801
ATC,M05BX03,5073,794
ATC,B04AC04,4009,780
ATC,S01FA01,1195,778
ATC,R01AC07,2088,770
ATC,L03AX13,16399,766
ATC,L04AC10,17230,764
ATC,N07AA02,24285,763
ATC,C02DE12,2034,761
ATC,S01AX12,862,756
ATC,L04AX04,13283,753
ATC,D11AH02,2954,748
ATC,A10AD04,7712,746
ATC,B03BA02,12884,743
ATC,N05AE05,5914,738
ATC,A10BK02,8726,727
ATC,C09BB05,14868,725
ATC,S01XA02,942,716
ATC,L01CB01,1819,714
ATC,M05BA01,5849,712
ATC,L04AA24,11715,708
ATC,G02CB03,4149,707
ATC,D07AB10,1026,701
ATC,C02EA05,2923,700
ATC,N05AX15,5131,695
ATC,N05AC01,5561,687
ATC,R03AL04,8306,675
ATC,N02CD02,5591,675
ATC,A02BA07,710,665
ATC,P01BA01,2972,657
ATC,H05AA02,7904,656
ATC,A10BD05,10513,651
ATC,C10AX13,5184,651
ATC,N07AB01,2046,645
ATC,N04BC09,7580,640
ATC,R03AC04,8175,637
ATC,R01AC03,1238,631
ATC,N06BA07,6684,626
ATC,V01AA02,7052,625
ATC,R03AC19,5610,624
ATC,N02CA01,2454,619
ATC,H02AB01,1034,614
ATC,G03AB03,1367,613
ATC,B04AC02,2277,610
ATC,N06AC02,1556,609
ATC,G03DB08,5409,605
ATC,L04AX07,17625,605
ATC,N06BA09,6463,604
ATC,L04AA11,7668,596
ATC,D06BB06,838,591
ATC,H02AB08,1090,585
ATC,V03AE03,3562,583
ATC,G02AB01,594,582
ATC,D07XA01,928,581
ATC,J01DA39,672,577
ATC,A08AA01,786,572
ATC,N02BB73,1490,566
ATC,G03GA30,1942,561
ATC,A06AX04,2395,560
ATC,C01DA70,4288,556
ATC,M05BA02,5863,551
ATC,R03BB06,5887,548
ATC,G03GA09,825,545
ATC,C02AC01,4207,544
ATC,N05AX16,4147,541
ATC,G01AF07,638,541
ATC,B01AC22,3223,537
ATC,C09CA,1265,533
ATC,L04AC07,7541,532
ATC,H01AC01,17474,531
ATC,L01AA01,2037,528
ATC,A08AA10,3113,524
ATC,L03AB05,9328,520
ATC,M04AA03,11170,519
ATC,C10AA06,1628,515
ATC,J01EB05,764,514
ATC,N07BC02,10399,514
ATC,L04AA29,5952,513
ATC,L04AA17,4726,506
ATC,G03CA53,800,502
ATC,D03BA02,722,502
ATC,N04BX02,4544,501
ATC,N02CD06,1255,494
ATC,C01AX70,1022,487
ATC,N03AX15,10206,487
ATC,N05AE03,7449,487
ATC,C02DE13,1336,486
ATC,S01EA02,5403,486
ATC,G03FB11,2304,483
ATC,L04AC13,7744,477
ATC,G03CA57,3133,477
ATC,L01EF01,7507,471
ATC,H01CC02,1170,471
ATC,A10BD11,9631,464
ATC,L04AA31,7849,463
ATC,N02CA72,1080,462
ATC,A06AC07,993,459
ATC,G04BDXX,877,456
ATC,C02EA06,1582,456
ATC,L04AA32,4230,454
ATC,L01XE33,3898,452
ATC,R06AX25,1388,449
ATC,L01BC02,531,448
ATC,G03XB02,1762,448
ATC,P01BA05,473,446
ATC,L01BC59,2156,442
ATC,N07AA03,2376,440
ATC,C09BA06,10510,440
ATC,S01AA12,586,436
ATC,A03BB01,932,436
ATC,H01CB03,21965,435
ATC,C10AC02,4433,432
ATC,M01AE14,699,432
ATC,N02AA03,5252,430
ATC,A04AA03,1426,429
ATC,A07AA11,2290,427
ATC,D02BB01,720,422
ATC,G04BXXX,1194,419
ATC,E000008,719,419
ATC,L03AB08,8923,417
ATC,H01CB02,21971,417
ATC,A07DA01,703,413
ATC,G04BD,653,411
ATC,C01BC03,5111,408
ATC,C07AA06,5736,408
ATC,D11AX15,1265,404
ATC,M03BB02,592,401
ATC,N03AX23,5998,393
ATC,B05CB01,535,391
ATC,L04AX05,10335,389
ATC,L01AA02,2320,381
ATC,J01CA06,434,380
ATC,S02DC,396,379
ATC,R03DX07,6290,375
ATC,G04BE30,2042,374
ATC,D11A,395,369
ATC,J01DA23,472,368
ATC,L04AA27,16511,368
ATC,N07XX09,4057,366
ATC,A11CC02,11329,366
ATC,S01GA51,454,361
ATC,G01AE10,387,360
ATC,R03AL05,3695,359
ATC,N07BB04,1692,355
ATC,C09DB02,5830,352
ATC,R03BB05,2940,349
