source_vocabulary_id,source_code,n_events,n_persons
ICD10fi,G61.9,3858,304
ICD10fi,L92.3,416,304
ICD10fi,M42.0,866,304
ICD10fi,T15.8,341,304
ICD10fi,Q25.0,3733,304
ICD10fi,K03.61,392,304
ICD10fi,F13.2,1029,304
ICD10fi,F11.1,1162,304
ICD10fi,S00.4,403,304
ICD10fi,A48.8,590,303
ICD10fi,N88.2,595,303
ICD10fi,V11.9,840,303
ICD10fi,F91.9,2070,303
ICD10fi,K45,373,303
ICD10fi,M71,535,303
ICD10fi,M31.9,3428,303
ICD10fi,O83.8,351,302
ICD10fi,O91.1,554,302
ICD10fi,S00.52,337,302
ICD10fi,D10.9,882,302
ICD10fi,K58.8,580,301
ICD10fi,Q62.10,2335,301
ICD10fi,I38,1708,301
ICD10fi,K07.28,721,301
ICD10fi,I67.0,1013,300
ICD10fi,G53.0*B02.20,1029,300
ICD10fi,M25.7,494,300
ICD10fi,S29,338,300
ICD10fi,N28.0,4234,300
ICD10fi,N94,349,299
ICD10fi,D16.49,915,299
ICD10fi,C67,915,299
ICD10fi,T91.8,3449,299
ICD10fi,O75.2,326,299
ICD10fi,K06.29,387,299
ICD10fi,G83.9,1006,299
ICD10fi,F34.8,4265,299
ICD10fi,M65.1,529,298
ICD10fi,G44.4,525,298
ICD10fi,Z61.8,3248,298
ICD10fi,I71.1,1177,296
ICD10fi,G83.1,1000,296
ICD10fi,Z04.2,354,296
ICD10fi,N90.5,650,296
ICD10fi,T30.0,473,296
ICD10fi,R01.2,340,296
ICD10fi,B48.8,427,296
ICD10fi,D86,856,296
ICD10fi,I78.0,4779,296
ICD10fi,V09.9,637,295
ICD10fi,B91,6512,295
ICD10fi,O66.2,322,295
ICD10fi,L71.1,1188,295
ICD10fi,N89.1,1529,294
ICD10fi,K03.13,408,294
ICD10fi,M10.2,615,294
ICD10fi,E65,654,294
ICD10fi,F20.32,8922,294
ICD10fi,J70.0,1268,293
ICD10fi,L60.2,491,293
ICD10fi,H18.2,1253,293
ICD10fi,I87.8,832,293
ICD10fi,M50.2,689,293
ICD10fi,R49.02,4913,293
ICD10fi,Z73.1,2530,292
ICD10fi,T31.0,1128,292
ICD10fi,I82.80,1903,292
ICD10fi,G23.9,2326,292
ICD10fi,S30.8,378,292
ICD10fi,E79.0,1269,292
ICD10fi,D43.2,1571,292
ICD10fi,K25,476,291
ICD10fi,C43.7,636,291
ICD10fi,B18.1,4024,291
ICD10fi,T92.4,1245,291
ICD10fi,C80.99,1250,290
ICD10fi,M40.2,1128,290
ICD10fi,G54.2,571,290
ICD10fi,Z03.4,318,289
ICD10fi,J10,399,289
ICD10fi,D30.3,859,289
ICD10fi,G00.9,722,289
ICD10fi,Y65,532,289
ICD10fi,N85.7,693,288
ICD10fi,L05,556,288
ICD10fi,D33.45,2074,288
ICD10fi,C80,485,288
ICD10fi,T17.9,410,287
ICD10fi,M20,401,287
ICD10fi,H16,365,287
ICD10fi,Q82.50,2158,287
ICD10fi,C54.10,1003,287
ICD10fi,H44.2,1717,287
ICD10fi,Z82.0,630,287
ICD10fi,D03.6,1181,286
ICD10fi,M20.6,416,286
ICD10fi,S20.3,339,286
ICD10fi,C71.20,3202,285
ICD10fi,Z65.9,724,285
ICD10fi,N99.8,610,285
ICD10fi,D59.9,1866,285
ICD10fi,Z48.9,452,285
ICD10fi,J98.9,464,285
ICD10fi,I84.7,347,284
ICD10fi,N13.2,2425,284
ICD10fi,M79.4,414,284
ICD10fi,F51.1,609,284
ICD10fi,C18.51,7302,284
ICD10fi,K00.50,941,284
ICD10fi,S12.0,1193,284
ICD10fi,S33.6,584,284
ICD10fi,Z85.7,2196,284
ICD10fi,F70.9,1940,283
ICD10fi,Q51.3,1044,283
ICD10fi,F92.8,5864,283
ICD10fi,G25.3,1163,283
ICD10fi,Z71.6,357,283
ICD10fi,E83.4,1206,283
ICD10fi,S91,779,283
ICD10fi,F98.02,1137,283
ICD10fi,F10,483,282
ICD10fi,R16.1,1172,282
ICD10fi,S63.0,785,282
ICD10fi,T83.3,426,282
ICD10fi,G41.0,784,282
ICD10fi,T22.1,395,281
ICD10fi,J39.1,457,281
ICD10fi,O99.7,692,281
ICD10fi,K10.21,2601,281
ICD10fi,B09,488,281
ICD10fi,D10.09,519,281
ICD10fi,C80.90,1097,281
ICD10fi,Z04.6,633,281
ICD10fi,E78.40,946,280
ICD10fi,C44.01,983,280
ICD10fi,D16.0,906,280
ICD10fi,S50.9,352,280
ICD10fi,I65.3,888,280
ICD10fi,M94.9,407,279
ICD10fi,D80.9,9044,279
ICD10fi,L57.4,462,279
ICD10fi,K91.2,7962,279
ICD10fi,F10.52,801,278
ICD10fi,L12.9,1289,278
ICD10fi,V03.9,624,278
ICD10fi,J70.2,958,278
ICD10fi,K13.09,467,278
ICD10fi,M33.2,8435,278
ICD10fi,K10.9,491,278
ICD10fi,S86,400,278
ICD10fi,C66,4892,277
ICD10fi,C18.60,1748,277
ICD10fi,I72.0,812,277
ICD10fi,K46,341,277
ICD10fi,D43.1,1704,277
ICD10fi,E85.9,4030,277
ICD10fi,M99.5,1129,277
ICD10fi,F00.09*G30.0,533,277
ICD10fi,D05.0,1370,276
ICD10fi,C18.19,2810,276
ICD10fi,K52,373,276
ICD10fi,O03.5,497,276
ICD10fi,I34.8,1425,276
ICD10fi,N83,344,276
ICD10fi,F53.0,1958,276
ICD10fi,K55.1,1248,276
ICD10fi,S64.1,929,276
ICD10fi,Z00.5,1084,275
ICD10fi,M46.8,2107,275
ICD10fi,H22.1*M45,1241,275
ICD10fi,T21.0,493,274
ICD10fi,N90.1,1716,274
ICD10fi,Y90.8,490,274
ICD10fi,C50.32,7744,274
ICD10fi,S54.0,1066,274
ICD10fi,H03.1,397,274
ICD10fi,I60.8,1466,274
ICD10fi,Q51.2,1043,274
ICD10fi,S29.8,352,274
ICD10fi,K07.32,694,274
ICD10fi,M99.8,833,273
ICD10fi,H80.8,748,273
ICD10fi,K60,409,273
ICD10fi,O22.0,605,273
ICD10fi,Y89,346,273
ICD10fi,Z70.9,1076,273
ICD10fi,C56.73,8786,273
ICD10fi,C16.0,383,272
ICD10fi,C62.11,6140,272
ICD10fi,T17.1,331,272
ICD10fi,O22.4,359,272
ICD10fi,F00.00,1230,272
ICD10fi,N77.8*L43.9,957,272
ICD10fi,O36.0,1340,272
ICD10fi,N91.3,458,271
ICD10fi,E03.1,2236,271
ICD10fi,S42.9,430,271
ICD10fi,M65.0,802,271
ICD10fi,L57.9,634,271
ICD10fi,L65.8,442,271
ICD10fi,Z57.8,452,270
ICD10fi,S68.0,1137,270
ICD10fi,I95.0,575,270
ICD10fi,C34.2,352,270
ICD10fi,B00.8,564,270
ICD10fi,G36.9,975,270
ICD10fi,L56.8,1168,270
ICD10fi,X00,953,270
ICD10fi,I69.2,1290,269
ICD10fi,O68.9,301,269
ICD10fi,O33.1,399,269
ICD10fi,M66.3,826,269
ICD10fi,D38.6,799,269
ICD10fi,F01.19,627,269
ICD10fi,J16.8,386,269
ICD10fi,G47.4,4594,269
ICD10fi,E88.0,5251,268
ICD10fi,T24.0,515,268
ICD10fi,C54.9,1508,268
ICD10fi,Z94.2,30700,268
ICD10fi,N81.0,409,268
ICD10fi,C50.5,1027,268
ICD10fi,I33.9,1059,268
ICD10fi,L13.8,671,268
ICD10fi,M48.4,643,267
ICD10fi,L65,348,267
ICD10fi,M62.5,645,267
ICD10fi,D35.31,3018,267
ICD10fi,M46.0,1081,267
ICD10fi,F20.38,4101,267
ICD10fi,S64.3,819,267
ICD10fi,I20.08,431,266
ICD10fi,K74.0,1453,266
ICD10fi,F23.9,1046,266
ICD10fi,S39.8,384,266
ICD10fi,N50,426,266
ICD10fi,D80.3,6542,266
ICD10fi,R04.9,347,266
ICD10fi,Q65.0,1206,265
ICD10fi,E78.8,1693,265
ICD10fi,C50.30,1661,265
ICD10fi,I71.0,283,265
ICD10fi,H53.5,636,265
ICD10fi,I62.9,574,265
ICD10fi,O03.8,390,265
ICD10fi,C01,14509,265
ICD10fi,F98.0,512,265
ICD10fi,C54.14,9577,265
ICD10fi,F80.8,2320,264
ICD10fi,K71.2,1135,264
ICD10fi,T92.0,558,264
ICD10fi,M84.2,721,264
ICD10fi,R29,361,264
ICD10fi,L51.0,466,264
ICD10fi,H50.8,890,264
ICD10fi,C18.10,1833,264
ICD10fi,T84.2,919,264
ICD10fi,R77.1,477,263
ICD10fi,N50.1,327,263
ICD10fi,M70.1,340,263
ICD10fi,O04.5,391,263
ICD10fi,F23.00,1927,263
ICD10fi,T24.1,374,262
ICD10fi,E21,645,262
ICD10fi,H40.4,3006,262
ICD10fi,M35.8,2317,262
ICD10fi,Z43.2,1214,261
ICD10fi,K28.9,570,261
ICD10fi,R64,763,261
ICD10fi,O90.8,376,261
ICD10fi,S29.0,391,261
ICD10fi,T70.0,367,261
ICD10fi,Z58.8,456,260
ICD10fi,Q83.1,1132,260
ICD10fi,D06.1,1095,260
ICD10fi,Z10.2,312,260
ICD10fi,C16.09,3371,260
ICD10fi,Z75.0,386,260
ICD10fi,K08.81,385,260
ICD10fi,Z40.0,1356,260
ICD10fi,F19.2,548,260
ICD10fi,S02.69,758,259
ICD10fi,O26.80,277,259
ICD10fi,Z26,270,259
ICD10fi,M99.0,886,259
ICD10fi,C88.0,10919,259
ICD10fi,K06.2,336,259
ICD10fi,X70,354,259
ICD10fi,S05,306,259
ICD10fi,H34.9,618,258
ICD10fi,R68.1,595,258
ICD10fi,X14,877,258
ICD10fi,T20.0,452,258
ICD10fi,C80.92,3134,258
ICD10fi,K07.5,375,258
ICD10fi,J98.4,1033,258
ICD10fi,O34.8,422,258
ICD10fi,X27,712,258
ICD10fi,P22.1,326,258
ICD10fi,O65.5,305,257
ICD10fi,N80.2,379,257
ICD10fi,D03.7,1516,257
ICD10fi,K13.71,655,257
ICD10fi,J34,342,257
ICD10fi,S70,368,257
ICD10fi,D10.12,711,256
ICD10fi,S86.2,605,256
ICD10fi,R87,321,256
ICD10fi,J85.2,1072,256
ICD10fi,D10.04,429,255
ICD10fi,B49,518,255
ICD10fi,E23.01,4839,255
ICD10fi,S66.8,568,255
ICD10fi,L29.3,376,255
ICD10fi,Z83.5,364,254
ICD10fi,B08.5,294,254
ICD10fi,M07.0,920,254
ICD10fi,R59,311,254
ICD10fi,I46.1,286,254
ICD10fi,Q66.0,2473,253
ICD10fi,S50.8,305,253
ICD10fi,S71.0,471,253
ICD10fi,Y94.4,502,253
ICD10fi,C53.11,6853,253
ICD10fi,R20.3,578,253
ICD10fi,I22.99,331,253
ICD10fi,Q44.6,3585,253
ICD10fi,F19.00,499,253
ICD10fi,H30.9,1942,252
ICD10fi,X19,703,252
ICD10fi,N89.5,885,252
ICD10fi,K04.81,507,252
ICD10fi,D39.7,720,252
ICD10fi,H72.1,485,252
ICD10fi,Q85.00,6825,252
ICD10fi,W09,723,252
ICD10fi,Q13.2,406,251
ICD10fi,F10.73,1772,251
ICD10fi,S02.67,1664,251
ICD10fi,Y29,455,251
ICD10fi,S53,465,251
ICD10fi,H13.1*B30.1,443,251
ICD10fi,G83.2,785,251
ICD10fi,Z87.2,272,251
ICD10fi,L12,349,250
ICD10fi,M50.0,764,250
ICD10fi,N82.3,1229,250
ICD10fi,K25.5,599,250
ICD10fi,I61.5,1377,250
ICD10fi,K07.52,297,250
ICD10fi,B17.1,1154,250
ICD10fi,M92.6,843,250
ICD10fi,C34.91,2715,250
ICD10fi,Y00.9,444,250
ICD10fi,T14.3,302,249
ICD10fi,T82.7,1150,249
ICD10fi,R29.2,386,249
ICD10fi,O70.22,572,249
ICD10fi,O92.6,322,249
ICD10fi,N89.6,436,249
ICD10fi,M35.5,972,249
ICD10fi,K58.3,441,249
ICD10fi,J39,305,249
ICD10fi,F30.1,1087,249
ICD10fi,K11,308,249
ICD10fi,C15.4,7781,248
ICD10fi,I21.3,387,248
ICD10fi,Z83.4,650,248
ICD10fi,K07.04,2377,248
ICD10fi,D32.06,2940,248
ICD10fi,C54.19,2870,248
ICD10fi,K06.1,357,248
ICD10fi,K76.7,893,248
ICD10fi,S60.7,299,247
ICD10fi,T14.9,302,247
ICD10fi,Z88.6,2988,247
ICD10fi,F95.9,1343,247
ICD10fi,Q62.7,3125,247
ICD10fi,F01.10,638,247
ICD10fi,D18.1,2071,247
ICD10fi,D69,380,247
ICD10fi,O62.3,273,246
ICD10fi,F19.30,548,246
ICD10fi,B37.7,812,245
ICD10fi,S05.6,1308,245
ICD10fi,R44.8,763,245
ICD10fi,I15.2,2650,245
ICD10fi,I61.6,2748,245
ICD10fi,S01.4,293,245
ICD10fi,K63.2,1907,245
ICD10fi,T84.68,1168,244
ICD10fi,R43.1,432,244
ICD10fi,N04.0,6149,244
ICD10fi,K14.09,336,244
ICD10fi,F98.01,733,244
ICD10fi,R93.7,809,244
ICD10fi,M84.8,738,244
ICD10fi,H21.1,2197,244
ICD10fi,H54.1,1857,244
ICD10fi,D26.1,341,243
ICD10fi,M32.0,1247,243
ICD10fi,C18.9,450,243
ICD10fi,Z27.8,262,242
ICD10fi,E53.9,829,242
ICD10fi,H05.0,980,242
ICD10fi,S56.8,481,242
ICD10fi,C80.0,242,242
ICD10fi,D04.8,1076,242
ICD10fi,F20.03,2949,242
ICD10fi,C79.39,1969,241
ICD10fi,N02,337,241
ICD10fi,I71.6,1635,241
ICD10fi,S02.57,337,241
ICD10fi,K03.21,869,241
ICD10fi,N89.2,1324,241
ICD10fi,Z56.5,624,241
ICD10fi,C18.22,1713,241
ICD10fi,G62,472,241
ICD10fi,L92.1,2250,241
ICD10fi,I72.1,935,241
ICD10fi,F00.14,1730,241
ICD10fi,Z56.4,377,241
ICD10fi,C34.01,3982,241
ICD10fi,D32.05,2100,241
ICD10fi,O86.2,265,241
ICD10fi,O23.4,339,240
ICD10fi,N18.2,635,240
ICD10fi,I31.8,1809,240
ICD10fi,S42.8,505,240
ICD10fi,C18.02,1540,240
ICD10fi,N41.3,352,240
ICD10fi,A54.5,668,240
ICD10fi,M13,359,240
ICD10fi,K62,318,240
ICD10fi,I80.2,274,240
ICD10fi,C43.39,2269,239
ICD10fi,L56.9,804,239
ICD10fi,C43.31,1984,239
ICD10fi,E46,523,239
ICD10fi,C34.89,1900,239
ICD10fi,D26.0,449,238
ICD10fi,K01.19,501,238
ICD10fi,O10.9,483,238
ICD10fi,M40.1,1183,238
ICD10fi,R77.8,499,237
ICD10fi,K06.21,260,237
ICD10fi,M51.0,639,237
ICD10fi,C23,5125,237
ICD10fi,Z75.8,324,237
ICD10fi,C71.2,335,237
ICD10fi,N32.3,798,236
ICD10fi,N85.8,484,236
ICD10fi,C17.2,7341,236
ICD10fi,C43.6,500,236
ICD10fi,M49.5*C79.5,1491,236
ICD10fi,O22.3,960,236
ICD10fi,E06.0,437,236
ICD10fi,C71.1,359,236
ICD10fi,C91.9,889,236
ICD10fi,C34.36,4774,235
ICD10fi,Z24.3,272,235
ICD10fi,M24.3,495,235
ICD10fi,O35.5,2569,235
ICD10fi,Z36,247,235
ICD10fi,T81.1,304,235
ICD10fi,N03.8,11187,235
ICD10fi,A49.1,394,235
ICD10fi,K40.4,322,235
ICD10fi,F25.80,6420,235
ICD10fi,G41.2,858,235
ICD10fi,F23.20,2087,234
ICD10fi,F20.6,8304,234
ICD10fi,I60.3,1596,234
ICD10fi,C77.9,2108,234
ICD10fi,H06.2,1447,234
ICD10fi,Z21,1237,234
ICD10fi,M32.1,4026,234
ICD10fi,E03.82,596,234
ICD10fi,F11.30,543,233
ICD10fi,E44.0,595,233
ICD10fi,F48.9,1933,233
ICD10fi,D18,294,233
ICD10fi,G95.9,9773,233
ICD10fi,C44.20,624,233
ICD10fi,K14.68,334,233
ICD10fi,S50,306,233
ICD10fi,H18.9,509,233
ICD10fi,K09.9,429,232
ICD10fi,C50.01,3297,232
ICD10fi,F45,296,232
ICD10fi,T85.0,814,232
ICD10fi,T19.2,261,232
ICD10fi,M86.4,1745,232
ICD10fi,S46.3,533,231
ICD10fi,V98,589,231
ICD10fi,K06.88,364,231
ICD10fi,F33.31,1321,230
ICD10fi,H40.3,1250,230
ICD10fi,W80,345,230
ICD10fi,M02.3,2760,230
ICD10fi,G11.9,4955,229
ICD10fi,Z63.9,1283,229
ICD10fi,C16.2,355,229
ICD10fi,C71.23,8528,229
ICD10fi,X39,566,229
ICD10fi,G40.51,529,229
ICD10fi,I42,618,229
ICD10fi,H02,255,229
ICD10fi,F84.8,4785,229
ICD10fi,J01.3,567,229
ICD10fi,R89.9,355,229
ICD10fi,C71.11,10907,228
ICD10fi,H28.0*E11.3,665,228
ICD10fi,L64.8,498,228
ICD10fi,H80,426,228
ICD10fi,Z04.5,268,228
ICD10fi,G46.8*I67.9,1329,228
ICD10fi,J69.8,337,228
ICD10fi,E21.5,536,228
ICD10fi,Z46.6,519,228
ICD10fi,L72.2,326,228
ICD10fi,M21.5,1133,227
ICD10fi,E07.89,542,227
ICD10fi,N60.4,573,227
ICD10fi,C21.0,3599,227
ICD10fi,C67.4,2165,227
ICD10fi,G53.0*B02.21,662,227
ICD10fi,E26.9,788,227
ICD10fi,C16.8,3752,227
ICD10fi,Z31.0,338,226
ICD10fi,Z42.0,476,226
ICD10fi,C53.01,5343,226
ICD10fi,O28.0,492,226
ICD10fi,S53.00,404,226
ICD10fi,D75.0,849,226
ICD10fi,D16.3,583,226
ICD10fi,C44.59,1146,226
ICD10fi,O65.3,302,225
ICD10fi,I86.2,377,225
ICD10fi,C03.1,10229,225
ICD10fi,C81.0,5161,225
ICD10fi,Z90.0,1056,225
ICD10fi,T29.2,746,225
ICD10fi,E34.30,813,225
ICD10fi,S21,342,225
ICD10fi,L13,271,224
ICD10fi,K61,404,224
ICD10fi,K82.4,331,224
ICD10fi,D73.5,924,224
ICD10fi,N11.8,10142,224
ICD10fi,Z43.1,1064,224
ICD10fi,C76.2,1886,224
ICD10fi,O71.3,267,223
ICD10fi,F45.2,1196,223
ICD10fi,K72.1,1323,223
ICD10fi,F20.1,5213,223
ICD10fi,C18.91,1612,223
ICD10fi,E83.58,1308,223
ICD10fi,S43.2,389,223
ICD10fi,C21.1,8274,223
ICD10fi,B07.80,292,223
ICD10fi,O34.4,602,223
ICD10fi,C84.0,11058,222
ICD10fi,F44.7,8291,222
ICD10fi,I21.30,297,222
ICD10fi,Z09.1,253,222
ICD10fi,S64.0,652,222
ICD10fi,I06.9,367,222
ICD10fi,E20.9,1047,222
ICD10fi,C44.02,2159,222
ICD10fi,G71.08,2592,222
ICD10fi,E22.0,7033,222
ICD10fi,H19.2*B30.0,515,221
ICD10fi,C64.80,5352,221
ICD10fi,R46.8,692,221
ICD10fi,K07.64,506,221
ICD10fi,N30.4,1347,221
ICD10fi,H82,298,221
ICD10fi,J91,446,221
ICD10fi,C34.22,4983,221
ICD10fi,Z03.6,265,221
ICD10fi,F23.29,1472,221
ICD10fi,Y95.0,416,220
ICD10fi,K81.8,348,220
ICD10fi,N06.9,1937,220
ICD10fi,N03.3,6859,220
ICD10fi,D80.8,6918,220
ICD10fi,M07.2*L40.5,1407,220
ICD10fi,M89.9,469,220
ICD10fi,N42,298,220
ICD10fi,R50.2,322,220
ICD10fi,C09.9,6465,220
ICD10fi,A41.2,576,220
ICD10fi,Z31.8,453,219
ICD10fi,S10.1,313,219
ICD10fi,F89,2129,219
ICD10fi,O11,436,219
ICD10fi,M30.0,2485,219
ICD10fi,N04.1,23746,219
ICD10fi,K10.01,341,219
ICD10fi,T22.0,396,219
ICD10fi,G25,315,219
ICD10fi,F22.8,2848,218
ICD10fi,F12.29,1701,218
ICD10fi,J15,306,218
ICD10fi,R82.8,574,218
ICD10fi,G96.0,1211,218
ICD10fi,Q67.6,1318,218
ICD10fi,M99.9,354,218
ICD10fi,F52.8,279,218
ICD10fi,Z52.4,1610,218
ICD10fi,F01.0,346,218
ICD10fi,D32.03,1015,218
ICD10fi,S73,352,218
ICD10fi,K04.04,276,218
ICD10fi,E27.0,946,217
ICD10fi,Z50,1108,217
ICD10fi,M85.4,590,217
ICD10fi,M60,322,217
ICD10fi,C56.72,3613,217
ICD10fi,T83.8,542,217
ICD10fi,F02.89*G40.9,365,217
ICD10fi,F01.1,328,217
ICD10fi,M23.1,367,217
ICD10fi,J86.00,603,216
ICD10fi,C07.70,7886,216
ICD10fi,I21.12,513,216
ICD10fi,H13.1*B00.5,328,216
ICD10fi,V01.1,572,216
ICD10fi,A56.4,378,216
ICD10fi,D13.7,1789,216
ICD10fi,O65.1,257,216
ICD10fi,L44.8,458,216
ICD10fi,I61.3,835,216
ICD10fi,R87.2,314,216
ICD10fi,H06.2*E05.0,1825,216
ICD10fi,T92.8,655,215
ICD10fi,A15.1,2824,215
ICD10fi,F06.4,1194,215
ICD10fi,L63.0,735,215
ICD10fi,E23.06,1155,215
ICD10fi,C71.13,9251,215
ICD10fi,G71.9,2056,215
ICD10fi,T78.1,361,215
ICD10fi,C18.50,1096,215
ICD10fi,F00.1*G30.1,827,215
ICD10fi,E13.7,2515,214
ICD10fi,I77.0,1141,214
ICD10fi,R29.4,336,214
ICD10fi,R86.8,263,214
ICD10fi,K90.4,1043,214
ICD10fi,F17.1,436,214
ICD10fi,S20.4,247,214
ICD10fi,A92.8,322,213
ICD10fi,C79.7,2480,213
ICD10fi,J98.5,885,213
ICD10fi,I51.9,427,213
ICD10fi,X80,1440,213
ICD10fi,I60.6,1625,213
ICD10fi,F02.89*G35,601,213
ICD10fi,D31.2,765,213
ICD10fi,N20,288,213
ICD10fi,F06.2,2323,213
ICD10fi,V79.9,460,213
ICD10fi,K09.02,1461,213
ICD10fi,G54,491,212
ICD10fi,Z09.7,248,212
ICD10fi,J43,353,212
ICD10fi,H43.0,301,212
ICD10fi,H74.2,960,212
ICD10fi,C67.1,1579,212
ICD10fi,H83.0,318,212
ICD10fi,V19.9,236,212
ICD10fi,Q55.20,643,212
ICD10fi,O75.3,219,212
ICD10fi,R77.0,501,211
ICD10fi,D21.6,445,211
ICD10fi,L08.1,321,211
ICD10fi,K12.02,317,211
ICD10fi,H70.0,736,211
ICD10fi,F45.33,472,211
ICD10fi,S21.1,340,211
ICD10fi,B19.9,556,211
ICD10fi,G40.7,527,211
ICD10fi,C79.2,3263,211
ICD10fi,O06.1,356,211
ICD10fi,S14.0,2167,211
ICD10fi,A04.6,344,211
ICD10fi,T74.2,400,211
ICD10fi,K63.0,627,210
ICD10fi,T14.6,285,210
ICD10fi,O30.01,2373,210
ICD10fi,K63.3,707,210
ICD10fi,F88,4490,210
ICD10fi,W01.88,236,210
ICD10fi,O35.0,462,210
ICD10fi,N13.7,1318,210
ICD10fi,F20.33,4810,209
ICD10fi,D21.3,434,209
ICD10fi,F10.06,396,209
ICD10fi,I70.2*L97,415,209
ICD10fi,V14.2,356,209
ICD10fi,K57.8,349,209
ICD10fi,H35,346,208
ICD10fi,R90.0,660,208
ICD10fi,C43.30,1297,208
ICD10fi,N05.9,3662,208
ICD10fi,P59.0,264,208
ICD10fi,Z42.4,817,208
ICD10fi,S80.7,289,208
ICD10fi,Z99.2,10726,207
ICD10fi,O26.0,536,207
ICD10fi,O33.4,280,207
ICD10fi,F00.29*G30.8,434,207
ICD10fi,D38.2,845,207
ICD10fi,Y83.0,1335,207
ICD10fi,Z57.0,266,207
ICD10fi,D40.9,443,207
ICD10fi,K26.1,427,207
ICD10fi,F95.2,6697,207
ICD10fi,T93.8,671,207
ICD10fi,J35,242,207
ICD10fi,F07.2,829,207
ICD10fi,K10.88,433,206
ICD10fi,O90.2,280,206
ICD10fi,N48.0,395,206
ICD10fi,I74.8,1100,206
ICD10fi,O23.0,445,206
ICD10fi,Q35.1,3088,206
ICD10fi,Z50.2,551,206
ICD10fi,N49.9,606,206
ICD10fi,I79.2*E10.5,2358,206
ICD10fi,E89.0,492,206
ICD10fi,C16.23,5428,206
ICD10fi,H83.9,377,206
ICD10fi,J67.0,1928,206
ICD10fi,I40.0,401,205
ICD10fi,S99,254,205
ICD10fi,Q87.4,5032,205
ICD10fi,K91.1,597,205
ICD10fi,K14.88,322,205
ICD10fi,T80.8,918,205
ICD10fi,G61.8,10252,205
ICD10fi,C95.0,1152,205
ICD10fi,H36.03*E10.7,1241,204
ICD10fi,M14.6,1018,204
ICD10fi,T40.9,351,204
ICD10fi,O64.3,215,204
ICD10fi,K45.0,464,204
ICD10fi,Z10.1,360,204
ICD10fi,H73.1,720,204
ICD10fi,N26,3889,204
ICD10fi,C53.02,7369,203
ICD10fi,Z13,223,203
ICD10fi,C44.99,754,203
ICD10fi,Q82.2,4216,203
ICD10fi,H19.3,310,203
ICD10fi,S11.9,360,203
ICD10fi,B37.99,250,203
ICD10fi,O00.8,633,203
ICD10fi,N08.5*M31.3,11986,203
ICD10fi,V01.0,518,202
ICD10fi,K09.09,488,202
ICD10fi,N04.2,11710,202
ICD10fi,I44.6,609,202
ICD10fi,C43.73,3727,202
ICD10fi,N75.9,263,202
ICD10fi,Z59.8,315,202
ICD10fi,G23.1,2174,202
ICD10fi,E10.09,336,201
ICD10fi,Z11.1,322,201
ICD10fi,I89.9,549,201
ICD10fi,Q10.5,471,201
ICD10fi,O28.9,276,201
ICD10fi,S12.9,443,201
ICD10fi,I69.4,620,201
ICD10fi,K07.12,1680,201
ICD10fi,C18,561,201
ICD10fi,F12.20,1507,201
ICD10fi,N08.30,615,201
ICD10fi,D61.9,3860,201
ICD10fi,M10.4,1057,200
ICD10fi,L64,278,200
ICD10fi,D10.10,460,200
ICD10fi,I61,1842,200
ICD10fi,C71.99,1270,200
ICD10fi,O42.2,322,200
ICD10fi,T14,255,200
ICD10fi,I13.1,2104,200
ICD10fi,V03.0,384,200
ICD10fi,Z13.3,339,200
ICD10fi,S32,575,199
ICD10fi,F20.19,5443,199
ICD10fi,D29.4,434,199
ICD10fi,M33.9,4344,199
ICD10fi,K08.0,782,199
ICD10fi,S31.8,397,199
ICD10fi,I12.9,2203,199
ICD10fi,L50.5,1068,198
ICD10fi,K11.82,473,198
ICD10fi,O45.8,233,198
ICD10fi,Q27.3,1708,198
ICD10fi,C79.3,231,198
ICD10fi,N13.8,5123,198
ICD10fi,Z41.8,302,198
ICD10fi,J41.8,569,198
ICD10fi,S22.9,256,198
ICD10fi,D31.6,1389,198
ICD10fi,L43.1,744,198
ICD10fi,K81,232,198
ICD10fi,G06.1,1701,198
ICD10fi,O71.7,254,198
ICD10fi,F06.8,1649,197
ICD10fi,M85.9,497,197
ICD10fi,S66.5,363,197
ICD10fi,R41.2,276,197
ICD10fi,K11.3,373,197
ICD10fi,F40,496,197
ICD10fi,A51.3,467,197
ICD10fi,K31.9,429,197
ICD10fi,H44.0,1474,197
ICD10fi,F40.0,988,197
ICD10fi,C78.1,2038,196
ICD10fi,S02.47,704,196
ICD10fi,C57.8,5235,196
ICD10fi,Z43.0,1335,196
ICD10fi,F13.00,265,196
ICD10fi,D33.00,1405,196
ICD10fi,D16.90,458,196
ICD10fi,F11.21,911,196
ICD10fi,K82.2,454,196
ICD10fi,F00.1,2349,195
ICD10fi,Q40.9,469,195
ICD10fi,F98.2,2575,195
ICD10fi,T13.2,227,195
ICD10fi,O70.9,366,195
ICD10fi,Q61.99,2075,195
ICD10fi,K09.28,512,195
ICD10fi,H22.0*B02.3,948,195
ICD10fi,F51.5,512,195
ICD10fi,D37.09,474,195
ICD10fi,C34.20,1328,195
ICD10fi,G40.36,3756,194
ICD10fi,G81.1,6978,194
ICD10fi,H69,234,194
ICD10fi,L85,293,194
ICD10fi,C16.20,1078,194
ICD10fi,N36.8,711,194
ICD10fi,M05.0,760,194
ICD10fi,H92,223,194
ICD10fi,K06.20,274,194
ICD10fi,V10.9,481,194
ICD10fi,K31.5,775,194
ICD10fi,N48.2,339,194
